step,id,x,y,gx,gy,priority,battery,blocked
71,17,-1,-1,-1,-1,1,100,0
71,18,4,1,13,2,2,87,58
71,19,18,1,1,13,1,93,64
71,20,2,17,0,17,0,78,49
71,21,2,1,3,19,2,93,64
71,22,1,18,6,9,1,92,63
71,23,0,18,1,17,2,93,64
71,24,1,19,17,7,0,93,64
71,25,17,1,10,18,2,91,62
71,26,2,18,6,17,2,90,61
71,27,-1,-1,-1,-1,0,100,0
71,28,-1,-1,-1,-1,2,100,0
71,29,-1,-1,-1,-1,0,100,1
72,0,-1,-1,-1,-1,0,100,1
72,1,3,1,13,2,2,88,60
72,2,0,1,2,13,1,90,62
72,3,18,2,10,1,2,90,62
72,4,-1,-1,-1,-1,0,100,0
72,5,19,1,3,11,2,92,64
72,6,1,2,18,0,0,90,62
72,7,-1,-1,-1,-1,0,100,0
72,8,-1,-1,-1,-1,1,100,1
72,9,-1,-1,-1,-1,1,100,1
72,10,-1,-1,-1,-1,0,100,0
72,11,1,1,15,13,2,91,63
72,12,1,17,0,19,2,92,64
72,13,1,0,14,4,2,91,63
72,14,5,1,0,1,0,77,49
72,15,18,18,10,4,0,30,2
72,16,18,0,6,13,2,92,64
72,17,-1,-1,-1,-1,1,100,0
72,18,4,1,13,2,2,87,59
72,19,18,1,1,13,1,93,65
72,20,2,17,0,17,0,78,50
72,21,2,1,3,19,2,93,65
72,22,1,18,6,9,1,92,64
72,23,0,18,1,17,2,93,65
72,24,1,19,17,7,0,93,65
72,25,17,1,10,18,2,91,63
72,26,2,18,6,17,2,90,62
72,27,-1,-1,-1,-1,0,100,0
72,28,-1,-1,-1,-1,2,100,0
72,29,-1,-1,-1,-1,0,100,1
73,0,-1,-1,-1,-1,0,100,1
73,1,3,1,13,2,2,88,61
73,2,0,1,2,13,1,90,63
73,3,18,2,10,1,2,90,63
73,4,-1,-1,-1,-1,0,100,0
73,5,19,1,3,11,2,92,65
73,6,1,2,18,0,0,90,63
73,7,-1,-1,-1,-1,0,100,0
73,8,-1,-1,-1,-1,1,100,1
73,9,-1,-1,-1,-1,1,100,1
73,10,-1,-1,-1,-1,0,100,0
73,11,1,1,15,13,2,91,64
73,12,1,17,0,19,2,92,65
73,13,1,0,14,4,2,91,64
73,14,5,1,0,1,0,77,50
73,15,18,19,10,4,0,29,2
73,16,18,0,6,13,2,92,65
73,17,-1,-1,-1,-1,1,100,0
73,18,4,1,13,2,2,87,60
73,19,18,1,1,13,1,93,66
73,20,2,17,0,17,0,78,51
73,21,2,1,3,19,2,93,66
73,22,1,18,6,9,1,92,65
73,23,0,18,1,17,2,93,66
73,24,1,19,17,7,0,93,66
73,25,17,1,10,18,2,91,64
73,26,2,18,6,17,2,90,63
73,27,-1,-1,-1,-1,0,100,0
73,28,-1,-1,-1,-1,2,100,0
73,29,-1,-1,-1,-1,0,100,1
74,0,-1,-1,-1,-1,0,100,1
74,1,3,1,13,2,2,88,62
74,2,0,1,2,13,1,90,64
74,3,18,2,10,1,2,90,64
74,4,-1,-1,-1,-1,0,100,0
74,5,19,1,3,11,2,92,66
74,6,1,2,18,0,0,90,64
74,7,-1,-1,-1,-1,0,100,0
74,8,-1,-1,-1,-1,1,100,1
74,9,-1,-1,-1,-1,1,100,1
74,10,-1,-1,-1,-1,0,100,0
74,11,1,1,15,13,2,91,65
74,12,1,17,0,19,2,92,66
74,13,1,0,14,4,2,91,65
74,14,5,1,0,1,0,77,51
74,15,18,18,10,4,0,28,2
74,16,18,0,6,13,2,92,66
74,17,-1,-1,-1,-1,1,100,0
74,18,4,1,13,2,2,87,61
74,19,18,1,1,13,1,93,67
74,20,2,17,0,17,0,78,52
74,21,2,1,3,19,2,93,67
74,22,1,18,6,9,1,92,66
74,23,0,18,1,17,2,93,67
74,24,1,19,17,7,0,93,67
74,25,17,1,10,18,2,91,65
74,26,2,18,6,17,2,90,64
74,27,-1,-1,-1,-1,0,100,0
74,28,-1,-1,-1,-1,2,100,0
74,29,-1,-1,-1,-1,0,100,1
75,0,-1,-1,-1,-1,0,100,1
75,1,3,1,13,2,2,88,63
75,2,0,1,2,13,1,90,65
75,3,18,2,10,1,2,90,65
75,4,-1,-1,-1,-1,0,100,0
75,5,19,1,3,11,2,92,67
75,6,1,2,18,0,0,90,65
75,7,-1,-1,-1,-1,0,100,0
75,8,-1,-1,-1,-1,1,100,1
75,9,-1,-1,-1,-1,1,100,1
75,10,-1,-1,-1,-1,0,100,0
75,11,1,1,15,13,2,91,66
75,12,1,17,0,19,2,92,67
75,13,1,0,14,4,2,91,66
75,14,5,1,0,1,0,77,52
75,15,18,19,10,4,0,27,2
75,16,18,0,6,13,2,92,67
75,17,-1,-1,-1,-1,1,100,0
75,18,4,1,13,2,2,87,62
75,19,18,1,1,13,1,93,68
75,20,2,17,0,17,0,78,53
75,21,2,1,3,19,2,93,68
75,22,1,18,6,9,1,92,67
75,23,0,18,1,17,2,93,68
75,24,1,19,17,7,0,93,68
75,25,17,1,10,18,2,91,66
75,26,2,18,6,17,2,90,65
75,27,-1,-1,-1,-1,0,100,0
75,28,-1,-1,-1,-1,2,100,0
75,29,-1,-1,-1,-1,0,100,1
76,0,-1,-1,-1,-1,0,100,1
76,1,3,1,13,2,2,88,64
76,2,0,1,2,13,1,90,66
76,3,18,2,10,1,2,90,66
76,4,-1,-1,-1,-1,0,100,0
76,5,19,1,3,11,2,92,68
76,6,1,2,18,0,0,90,66
76,7,-1,-1,-1,-1,0,100,0
76,8,-1,-1,-1,-1,1,100,1
76,9,-1,-1,-1,-1,1,100,1
76,10,-1,-1,-1,-1,0,100,0
76,11,1,1,15,13,2,91,67
76,12,1,17,0,19,2,92,68
76,13,1,0,14,4,2,91,67
76,14,5,1,0,1,0,77,53
76,15,18,18,10,4,0,26,2
76,16,18,0,6,13,2,92,68
76,17,-1,-1,-1,-1,1,100,0
76,18,4,1,13,2,2,87,63
76,19,18,1,1,13,1,93,69
76,20,2,17,0,17,0,78,54
76,21,2,1,3,19,2,93,69
76,22,1,18,6,9,1,92,68
76,23,0,18,1,17,2,93,69
76,24,1,19,17,7,0,93,69
76,25,17,1,10,18,2,91,67
76,26,2,18,6,17,2,90,66
76,27,-1,-1,-1,-1,0,100,0
76,28,-1,-1,-1,-1,2,100,0
76,29,-1,-1,-1,-1,0,100,1
77,0,-1,-1,-1,-1,0,100,1
77,1,3,1,13,2,2,88,65
77,2,0,1,2,13,1,90,67
77,3,18,2,10,1,2,90,67
77,4,-1,-1,-1,-1,0,100,0
77,5,19,1,3,11,2,92,69
77,6,1,2,18,0,0,90,67
77,7,-1,-1,-1,-1,0,100,0
77,8,-1,-1,-1,-1,1,100,1
77,9,-1,-1,-1,-1,1,100,1
77,10,-1,-1,-1,-1,0,100,0
77,11,1,1,15,13,2,91,68
77,12,1,17,0,19,2,92,69
77,13,1,0,14,4,2,91,68
77,14,5,1,0,1,0,77,54
77,15,18,19,10,4,0,25,2
77,16,18,0,6,13,2,92,69
77,17,-1,-1,-1,-1,1,100,0
77,18,4,1,13,2,2,87,64
77,19,18,1,1,13,1,93,70
77,20,2,17,0,17,0,78,55
77,21,2,1,3,19,2,93,70
77,22,1,18,6,9,1,92,69
77,23,0,18,1,17,2,93,70
77,24,1,19,17,7,0,93,70
77,25,17,1,10,18,2,91,68
77,26,2,18,6,17,2,90,67
77,27,-1,-1,-1,-1,0,100,0
77,28,-1,-1,-1,-1,2,100,0
77,29,-1,-1,-1,-1,0,100,1
78,0,-1,-1,-1,-1,0,100,1
78,1,3,1,13,2,2,88,66
78,2,0,1,2,13,1,90,68
78,3,18,2,10,1,2,90,68
78,4,-1,-1,-1,-1,0,100,0
78,5,19,1,3,11,2,92,70
78,6,1,2,18,0,0,90,68
78,7,-1,-1,-1,-1,0,100,0
78,8,-1,-1,-1,-1,1,100,1
78,9,-1,-1,-1,-1,1,100,1
78,10,-1,-1,-1,-1,0,100,0
78,11,1,1,15,13,2,91,69
78,12,1,17,0,19,2,92,70
78,13,1,0,14,4,2,91,69
78,14,5,1,0,1,0,77,55
78,15,18,18,10,4,0,24,2
78,16,18,0,6,13,2,92,70
78,17,-1,-1,-1,-1,1,100,0
78,18,4,1,13,2,2,87,65
78,19,18,1,1,13,1,93,71
78,20,2,17,0,17,0,78,56
78,21,2,1,3,19,2,93,71
78,22,1,18,6,9,1,92,70
78,23,0,18,1,17,2,93,71
78,24,1,19,17,7,0,93,71
78,25,17,1,10,18,2,91,69
78,26,2,18,6,17,2,90,68
78,27,-1,-1,-1,-1,0,100,0
78,28,-1,-1,-1,-1,2,100,0
78,29,-1,-1,-1,-1,0,100,1
79,0,-1,-1,-1,-1,0,100,1
79,1,3,1,13,2,2,88,67
79,2,0,1,2,13,1,90,69
79,3,18,2,10,1,2,90,69
79,4,-1,-1,-1,-1,0,100,0
79,5,19,1,3,11,2,92,71
79,6,1,2,18,0,0,90,69
79,7,-1,-1,-1,-1,0,100,0
79,8,-1,-1,-1,-1,1,100,1
79,9,-1,-1,-1,-1,1,100,1
79,10,-1,-1,-1,-1,0,100,0
79,11,1,1,15,13,2,91,70
79,12,1,17,0,19,2,92,71
79,13,1,0,14,4,2,91,70
79,14,5,1,0,1,0,77,56
79,15,18,19,10,4,0,23,2
79,16,18,0,6,13,2,92,71
79,17,-1,-1,-1,-1,1,100,0
79,18,4,1,13,2,2,87,66
79,19,18,1,1,13,1,93,72
79,20,2,17,0,17,0,78,57
79,21,2,1,3,19,2,93,72
79,22,1,18,6,9,1,92,71
79,23,0,18,1,17,2,93,72
79,24,1,19,17,7,0,93,72
79,25,17,1,10,18,2,91,70
79,26,2,18,6,17,2,90,69
79,27,-1,-1,-1,-1,0,100,0
79,28,-1,-1,-1,-1,2,100,0
79,29,-1,-1,-1,-1,0,100,1
80,0,-1,-1,-1,-1,0,100,1
80,1,3,1,13,2,2,88,68
80,2,0,1,2,13,1,90,70
80,3,18,2,10,1,2,90,70
80,4,-1,-1,-1,-1,0,100,0
80,5,19,1,3,11,2,92,72
80,6,1,2,18,0,0,90,70
80,7,-1,-1,-1,-1,0,100,0
80,8,-1,-1,-1,-1,1,100,1
80,9,-1,-1,-1,-1,1,100,1
80,10,-1,-1,-1,-1,0,100,0
80,11,1,1,15,13,2,91,71
80,12,1,17,0,19,2,92,72
80,13,1,0,14,4,2,91,71
80,14,5,1,0,1,0,77,57
80,15,18,18,10,4,0,22,2
80,16,18,0,6,13,2,92,72
80,17,-1,-1,-1,-1,1,100,0
80,18,4,1,13,2,2,87,67
80,19,18,1,1,13,1,93,73
80,20,2,17,0,17,0,78,58
80,21,2,1,3,19,2,93,73
80,22,1,18,6,9,1,92,72
80,23,0,18,1,17,2,93,73
80,24,1,19,17,7,0,93,73
80,25,17,1,10,18,2,91,71
80,26,2,18,6,17,2,90,70
80,27,-1,-1,-1,-1,0,100,0
80,28,-1,-1,-1,-1,2,100,0
80,29,-1,-1,-1,-1,0,100,1
81,0,-1,-1,-1,-1,0,100,1
81,1,3,1,13,2,2,88,69
81,2,0,1,2,13,1,90,71
81,3,18,2,10,1,2,90,71
81,4,-1,-1,-1,-1,0,100,0
81,5,19,1,3,11,2,92,73
81,6,1,2,18,0,0,90,71
81,7,-1,-1,-1,-1,0,100,0
81,8,-1,-1,-1,-1,1,100,1
81,9,-1,-1,-1,-1,1,100,1
81,10,-1,-1,-1,-1,0,100,0
81,11,1,1,15,13,2,91,72
81,12,1,17,0,19,2,92,73
81,13,1,0,14,4,2,91,72
81,14,5,1,0,1,0,77,58
81,15,18,19,10,4,0,21,2
81,16,18,0,6,13,2,92,73
81,17,-1,-1,-1,-1,1,100,0
81,18,4,1,13,2,2,87,68
81,19,18,1,1,13,1,93,74
81,20,2,17,0,17,0,78,59
81,21,2,1,3,19,2,93,74
81,22,1,18,6,9,1,92,73
81,23,0,18,1,17,2,93,74
81,24,1,19,17,7,0,93,74
81,25,17,1,10,18,2,91,72
81,26,2,18,6,17,2,90,71
81,27,-1,-1,-1,-1,0,100,0
81,28,-1,-1,-1,-1,2,100,0
81,29,-1,-1,-1,-1,0,100,1
82,0,-1,-1,-1,-1,0,100,1
82,1,3,1,13,2,2,88,70
82,2,0,1,2,13,1,90,72
82,3,18,2,10,1,2,90,72
82,4,-1,-1,-1,-1,0,100,0
82,5,19,1,3,11,2,92,74
82,6,1,2,18,0,0,90,72
82,7,-1,-1,-1,-1,0,100,0
82,8,-1,-1,-1,-1,1,100,1
82,9,-1,-1,-1,-1,1,100,1
82,10,-1,-1,-1,-1,0,100,0
82,11,1,1,15,13,2,91,73
82,12,1,17,0,19,2,92,74
82,13,1,0,14,4,2,91,73
82,14,5,1,0,1,0,77,59
82,15,18,18,10,4,0,20,2
82,16,18,0,6,13,2,92,74
82,17,-1,-1,-1,-1,1,100,0
82,18,4,1,13,2,2,87,69
82,19,18,1,1,13,1,93,75
82,20,2,17,0,17,0,78,60
82,21,2,1,3,19,2,93,75
82,22,1,18,6,9,1,92,74
82,23,0,18,1,17,2,93,75
82,24,1,19,17,7,0,93,75
82,25,17,1,10,18,2,91,73
82,26,2,18,6,17,2,90,72
82,27,-1,-1,-1,-1,0,100,0
82,28,-1,-1,-1,-1,2,100,0
82,29,-1,-1,-1,-1,0,100,1
83,0,-1,-1,-1,-1,0,100,1
83,1,3,1,13,2,2,88,71
83,2,0,1,2,13,1,90,73
83,3,18,2,10,1,2,90,73
83,4,-1,-1,-1,-1,0,100,0
83,5,19,1,3,11,2,92,75
83,6,1,2,18,0,0,90,73
83,7,-1,-1,-1,-1,0,100,0
83,8,-1,-1,-1,-1,1,100,1
83,9,-1,-1,-1,-1,1,100,1
83,10,-1,-1,-1,-1,0,100,0
83,11,1,1,15,13,2,91,74
83,12,1,17,0,19,2,92,75
83,13,1,0,14,4,2,91,74
83,14,5,1,0,1,0,77,60
83,15,18,19,18,18,0,19,2
83,16,18,0,6,13,2,92,75
83,17,-1,-1,-1,-1,1,100,0
83,18,4,1,13,2,2,87,70
83,19,18,1,1,13,1,93,76
83,20,2,17,0,17,0,78,61
83,21,2,1,3,19,2,93,76
83,22,1,18,6,9,1,92,75
83,23,0,18,1,17,2,93,76
83,24,1,19,17,7,0,93,76
83,25,17,1,10,18,2,91,74
83,26,2,18,6,17,2,90,73
83,27,-1,-1,-1,-1,0,100,0
83,28,-1,-1,-1,-1,2,100,0
83,29,-1,-1,-1,-1,0,100,1
84,0,-1,-1,-1,-1,0,100,1
84,1,3,1,13,2,2,88,72
84,2,0,1,2,13,1,90,74
84,3,18,2,10,1,2,90,74
84,4,-1,-1,-1,-1,0,100,0
84,5,19,1,3,11,2,92,76
84,6,1,2,18,0,0,90,74
84,7,-1,-1,-1,-1,0,100,0
84,8,-1,-1,-1,-1,1,100,1
84,9,-1,-1,-1,-1,1,100,1
84,10,-1,-1,-1,-1,0,100,0
84,11,1,1,15,13,2,91,75
84,12,1,17,0,19,2,92,76
84,13,1,0,14,4,2,91,75
84,14,5,1,0,1,0,77,61
84,15,18,18,18,18,0,18,2
84,16,18,0,6,13,2,92,76
84,17,-1,-1,-1,-1,1,100,0
84,18,4,1,13,2,2,87,71
84,19,18,1,1,13,1,93,77
84,20,2,17,0,17,0,78,62
84,21,2,1,3,19,2,93,77
84,22,1,18,6,9,1,92,76
84,23,0,18,1,17,2,93,77
84,24,1,19,17,7,0,93,77
84,25,17,1,10,18,2,91,75
84,26,2,18,6,17,2,90,74
84,27,-1,-1,-1,-1,0,100,0
84,28,-1,-1,-1,-1,2,100,0
84,29,-1,-1,-1,-1,0,100,1
85,0,-1,-1,-1,-1,0,100,1
85,1,3,1,13,2,2,88,73
85,2,0,1,2,13,1,90,75
85,3,18,2,10,1,2,90,75
85,4,-1,-1,-1,-1,0,100,0
85,5,19,1,3,11,2,92,77
85,6,1,2,18,0,0,90,75
85,7,-1,-1,-1,-1,0,100,0
85,8,-1,-1,-1,-1,1,100,1
85,9,-1,-1,-1,-1,1,100,1
85,10,-1,-1,-1,-1,0,100,0
85,11,1,1,15,13,2,91,76
85,12,1,17,0,19,2,92,77
85,13,1,0,14,4,2,91,76
85,14,5,1,0,1,0,77,62
85,15,-1,-1,-1,-1,0,100,2
85,16,18,0,6,13,2,92,77
85,17,-1,-1,-1,-1,1,100,0
85,18,4,1,13,2,2,87,72
85,19,18,1,1,13,1,93,78
85,20,2,17,0,17,0,78,63
85,21,2,1,3,19,2,93,78
85,22,1,18,6,9,1,92,77
85,23,0,18,1,17,2,93,78
85,24,1,19,17,7,0,93,78
85,25,17,1,10,18,2,91,76
85,26,2,18,6,17,2,90,75
85,27,-1,-1,-1,-1,0,100,0
85,28,-1,-1,-1,-1,2,100,0
85,29,-1,-1,-1,-1,0,100,1
86,0,-1,-1,-1,-1,0,100,1
86,1,3,1,13,2,2,88,74
86,2,0,1,2,13,1,90,76
86,3,18,2,10,1,2,90,76
86,4,-1,-1,-1,-1,0,100,0
86,5,19,1,3,11,2,92,78
86,6,1,2,18,0,0,90,76
86,7,-1,-1,-1,-1,0,100,0
86,8,-1,-1,-1,-1,1,100,1
86,9,-1,-1,-1,-1,1,100,1
86,10,-1,-1,-1,-1,0,100,0
86,11,1,1,15,13,2,91,77
86,12,1,17,0,19,2,92,78
86,13,1,0,14,4,2,91,77
86,14,5,1,0,1,0,77,63
86,15,-1,-1,-1,-1,0,100,2
86,16,18,0,6,13,2,92,78
86,17,-1,-1,-1,-1,1,100,0
86,18,4,1,13,2,2,87,73
86,19,18,1,1,13,1,93,79
86,20,2,17,0,17,0,78,64
86,21,2,1,3,19,2,93,79
86,22,1,18,6,9,1,92,78
86,23,0,18,1,17,2,93,79
86,24,1,19,17,7,0,93,79
86,25,17,1,10,18,2,91,77
86,26,2,18,6,17,2,90,76
86,27,-1,-1,-1,-1,0,100,0
86,28,-1,-1,-1,-1,2,100,0
86,29,-1,-1,-1,-1,0,100,1
87,0,-1,-1,-1,-1,0,100,1
87,1,3,1,13,2,2,88,75
87,2,0,1,2,13,1,90,77
87,3,18,2,10,1,2,90,77
87,4,-1,-1,-1,-1,0,100,0
87,5,19,1,3,11,2,92,79
87,6,1,2,18,0,0,90,77
87,7,-1,-1,-1,-1,0,100,0
87,8,-1,-1,-1,-1,1,100,1
87,9,-1,-1,-1,-1,1,100,1
87,10,-1,-1,-1,-1,0,100,0
87,11,1,1,15,13,2,91,78
87,12,1,17,0,19,2,92,79
87,13,1,0,14,4,2,91,78
87,14,5,1,0,1,0,77,64
87,15,-1,-1,-1,-1,0,100,2
87,16,18,0,6,13,2,92,79
87,17,-1,-1,-1,-1,1,100,0
87,18,4,1,13,2,2,87,74
87,19,18,1,1,13,1,93,80
87,20,2,17,0,17,0,78,65
87,21,2,1,3,19,2,93,80
87,22,1,18,6,9,1,92,79
87,23,0,18,1,17,2,93,80
87,24,1,19,17,7,0,93,80
87,25,17,1,10,18,2,91,78
87,26,2,18,6,17,2,90,77
87,27,-1,-1,-1,-1,0,100,0
87,28,-1,-1,-1,-1,2,100,0
87,29,-1,-1,-1,-1,0,100,1
88,0,-1,-1,-1,-1,0,100,1
88,1,3,1,13,2,2,88,76
88,2,0,1,2,13,1,90,78
88,3,18,2,10,1,2,90,78
88,4,-1,-1,-1,-1,0,100,0
88,5,19,1,3,11,2,92,80
88,6,1,2,18,0,0,90,78
88,7,-1,-1,-1,-1,0,100,0
88,8,-1,-1,-1,-1,1,100,1
88,9,-1,-1,-1,-1,1,100,1
88,10,-1,-1,-1,-1,0,100,0
88,11,1,1,15,13,2,91,79
88,12,1,17,0,19,2,92,80
88,13,1,0,14,4,2,91,79
88,14,5,1,0,1,0,77,65
88,15,-1,-1,-1,-1,0,100,2
88,16,18,0,6,13,2,92,80
88,17,-1,-1,-1,-1,1,100,0
88,18,4,1,13,2,2,87,75
88,19,18,1,1,13,1,93,81
88,20,2,17,0,17,0,78,66
88,21,2,1,3,19,2,93,81
88,22,1,18,6,9,1,92,80
88,23,0,18,1,17,2,93,81
88,24,1,19,17,7,0,93,81
88,25,17,1,10,18,2,91,79
88,26,2,18,6,17,2,90,78
88,27,-1,-1,-1,-1,0,100,0
88,28,-1,-1,-1,-1,2,100,0
88,29,-1,-1,-1,-1,0,100,1
89,0,-1,-1,-1,-1,0,100,1
89,1,3,1,13,2,2,88,77
89,2,0,1,2,13,1,90,79
89,3,18,2,10,1,2,90,79
89,4,-1,-1,-1,-1,0,100,0
89,5,19,1,3,11,2,92,81
89,6,1,2,18,0,0,90,79
89,7,-1,-1,-1,-1,0,100,0
89,8,-1,-1,-1,-1,1,100,1
89,9,-1,-1,-1,-1,1,100,1
89,10,-1,-1,-1,-1,0,100,0
89,11,1,1,15,13,2,91,80
89,12,1,17,0,19,2,92,81
89,13,1,0,14,4,2,91,80
89,14,5,1,0,1,0,77,66
89,15,-1,-1,-1,-1,0,100,2
89,16,18,0,6,13,2,92,81
89,17,-1,-1,-1,-1,1,100,0
89,18,4,1,13,2,2,87,76
89,19,18,1,1,13,1,93,82
89,20,2,17,0,17,0,78,67
89,21,2,1,3,19,2,93,82
89,22,1,18,6,9,1,92,81
89,23,0,18,1,17,2,93,82
89,24,1,19,17,7,0,93,82
89,25,17,1,10,18,2,91,80
89,26,2,18,6,17,2,90,79
89,27,-1,-1,-1,-1,0,100,0
89,28,-1,-1,-1,-1,2,100,0
89,29,-1,-1,-1,-1,0,100,1
90,0,-1,-1,-1,-1,0,100,1
90,1,3,1,13,2,2,88,78
90,2,0,1,2,13,1,90,80
90,3,18,2,10,1,2,90,80
90,4,-1,-1,-1,-1,0,100,0
90,5,19,1,3,11,2,92,82
90,6,1,2,18,0,0,90,80
90,7,-1,-1,-1,-1,0,100,0
90,8,-1,-1,-1,-1,1,100,1
90,9,-1,-1,-1,-1,1,100,1
90,10,-1,-1,-1,-1,0,100,0
90,11,1,1,15,13,2,91,81
90,12,1,17,0,19,2,92,82
90,13,1,0,14,4,2,91,81
90,14,5,1,0,1,0,77,67
90,15,-1,-1,-1,-1,0,100,2
90,16,18,0,6,13,2,92,82
90,17,-1,-1,-1,-1,1,100,0
90,18,4,1,13,2,2,87,77
90,19,18,1,1,13,1,93,83
90,20,2,17,0,17,0,78,68
90,21,2,1,3,19,2,93,83
90,22,1,18,6,9,1,92,82
90,23,0,18,1,17,2,93,83
90,24,1,19,17,7,0,93,83
90,25,17,1,10,18,2,91,81
90,26,2,18,6,17,2,90,80
90,27,-1,-1,-1,-1,0,100,0
90,28,-1,-1,-1,-1,2,100,0
90,29,-1,-1,-1,-1,0,100,1
91,0,-1,-1,-1,-1,0,100,1
91,1,3,1,13,2,2,88,79
91,2,0,1,2,13,1,90,81
91,3,18,2,10,1,2,90,81
91,4,-1,-1,-1,-1,0,100,0
91,5,19,1,3,11,2,92,83
91,6,1,2,18,0,0,90,81
91,7,-1,-1,-1,-1,0,100,0
91,8,-1,-1,-1,-1,1,100,1
91,9,-1,-1,-1,-1,1,100,1
91,10,-1,-1,-1,-1,0,100,0
91,11,1,1,15,13,2,91,82
91,12,1,17,0,19,2,92,83
91,13,1,0,14,4,2,91,82
91,14,5,1,0,1,0,77,68
91,15,-1,-1,-1,-1,0,100,2
91,16,18,0,6,13,2,92,83
91,17,-1,-1,-1,-1,1,100,0
91,18,4,1,13,2,2,87,78
91,19,18,1,1,13,1,93,84
91,20,2,17,0,17,0,78,69
91,21,2,1,3,19,2,93,84
91,22,1,18,6,9,1,92,83
91,23,0,18,1,17,2,93,84
91,24,1,19,17,7,0,93,84
91,25,17,1,10,18,2,91,82
91,26,2,18,6,17,2,90,81
91,27,-1,-1,-1,-1,0,100,0
91,28,-1,-1,-1,-1,2,100,0
91,29,-1,-1,-1,-1,0,100,1
92,0,-1,-1,-1,-1,0,100,1
92,1,3,1,13,2,2,88,80
92,2,0,1,2,13,1,90,82
92,3,18,2,10,1,2,90,82
92,4,-1,-1,-1,-1,0,100,0
92,5,19,1,3,11,2,92,84
92,6,1,2,18,0,0,90,82
92,7,-1,-1,-1,-1,0,100,0
92,8,-1,-1,-1,-1,1,100,1
92,9,-1,-1,-1,-1,1,100,1
92,10,-1,-1,-1,-1,0,100,0
92,11,1,1,15,13,2,91,83
92,12,1,17,0,19,2,92,84
92,13,1,0,14,4,2,91,83
92,14,5,1,0,1,0,77,69
92,15,-1,-1,-1,-1,0,100,2
92,16,18,0,6,13,2,92,84
92,17,-1,-1,-1,-1,1,100,0
92,18,4,1,13,2,2,87,79
92,19,18,1,1,13,1,93,85
92,20,2,17,0,17,0,78,70
92,21,2,1,3,19,2,93,85
92,22,1,18,6,9,1,92,84
92,23,0,18,1,17,2,93,85
92,24,1,19,17,7,0,93,85
92,25,17,1,10,18,2,91,83
92,26,2,18,6,17,2,90,82
92,27,-1,-1,-1,-1,0,100,0
92,28,-1,-1,-1,-1,2,100,0
92,29,-1,-1,-1,-1,0,100,1
93,0,-1,-1,-1,-1,0,100,1
93,1,3,1,13,2,2,88,81
93,2,0,1,2,13,1,90,83
93,3,18,2,10,1,2,90,83
93,4,-1,-1,-1,-1,0,100,0
93,5,19,1,3,11,2,92,85
93,6,1,2,18,0,0,90,83
93,7,-1,-1,-1,-1,0,100,0
93,8,-1,-1,-1,-1,1,100,1
93,9,-1,-1,-1,-1,1,100,1
93,10,-1,-1,-1,-1,0,100,0
93,11,1,1,15,13,2,91,84
93,12,1,17,0,19,2,92,85
93,13,1,0,14,4,2,91,84
93,14,5,1,0,1,0,77,70
93,15,-1,-1,-1,-1,0,100,2
93,16,18,0,6,13,2,92,85
93,17,-1,-1,-1,-1,1,100,0
93,18,4,1,13,2,2,87,80
93,19,18,1,1,13,1,93,86
93,20,2,17,0,17,0,78,71
93,21,2,1,3,19,2,93,86
93,22,1,18,6,9,1,92,85
93,23,0,18,1,17,2,93,86
93,24,1,19,17,7,0,93,86
93,25,17,1,10,18,2,91,84
93,26,2,18,6,17,2,90,83
93,27,-1,-1,-1,-1,0,100,0
93,28,-1,-1,-1,-1,2,100,0
93,29,-1,-1,-1,-1,0,100,1
94,0,-1,-1,-1,-1,0,100,1
94,1,3,1,13,2,2,88,82
94,2,0,1,2,13,1,90,84
94,3,18,2,10,1,2,90,84
94,4,-1,-1,-1,-1,0,100,0
94,5,19,1,3,11,2,92,86
94,6,1,2,18,0,0,90,84
94,7,-1,-1,-1,-1,0,100,0
94,8,-1,-1,-1,-1,1,100,1
94,9,-1,-1,-1,-1,1,100,1
94,10,-1,-1,-1,-1,0,100,0
94,11,1,1,15,13,2,91,85
94,12,1,17,0,19,2,92,86
94,13,1,0,14,4,2,91,85
94,14,5,1,0,1,0,77,71
94,15,-1,-1,-1,-1,0,100,2
94,16,18,0,6,13,2,92,86
94,17,-1,-1,-1,-1,1,100,0
94,18,4,1,13,2,2,87,81
94,19,18,1,1,13,1,93,87
94,20,2,17,0,17,0,78,72
94,21,2,1,3,19,2,93,87
94,22,1,18,6,9,1,92,86
94,23,0,18,1,17,2,93,87
94,24,1,19,17,7,0,93,87
94,25,17,1,10,18,2,91,85
94,26,2,18,6,17,2,90,84
94,27,-1,-1,-1,-1,0,100,0
94,28,-1,-1,-1,-1,2,100,0
94,29,-1,-1,-1,-1,0,100,1
95,0,-1,-1,-1,-1,0,100,1
95,1,3,1,13,2,2,88,83
95,2,0,1,2,13,1,90,85
95,3,18,2,10,1,2,90,85
95,4,-1,-1,-1,-1,0,100,0
95,5,19,1,3,11,2,92,87
95,6,1,2,18,0,0,90,85
95,7,-1,-1,-1,-1,0,100,0
95,8,-1,-1,-1,-1,1,100,1
95,9,-1,-1,-1,-1,1,100,1
95,10,-1,-1,-1,-1,0,100,0
95,11,1,1,15,13,2,91,86
95,12,1,17,0,19,2,92,87
95,13,1,0,14,4,2,91,86
95,14,5,1,0,1,0,77,72
95,15,-1,-1,-1,-1,0,100,2
95,16,18,0,6,13,2,92,87
