step,id,x,y,gx,gy,priority,battery,blocked
143,6,18,18,10,6,2,34,77
143,7,3,18,17,7,1,97,140
143,8,9,2,7,3,0,89,132
143,9,-1,-1,-1,-1,-1,100,0
143,10,-1,-1,-1,-1,-1,100,0
143,11,8,2,7,14,1,94,137
143,12,1,19,12,0,2,33,76
143,13,0,18,19,10,2,96,139
143,14,2,18,1,6,1,97,140
143,15,13,1,0,0,-1,92,135
143,16,6,18,2,17,2,90,133
143,17,1,2,13,11,2,33,76
143,18,1,0,17,8,2,97,140
143,19,8,1,1,3,2,90,133
143,20,18,1,13,3,1,34,77
143,21,12,1,16,1,1,93,136
143,22,-1,-1,-1,-1,-1,100,0
143,23,2,1,2,10,1,87,130
143,24,18,2,3,11,1,94,137
143,25,19,1,17,9,2,93,136
143,26,-1,-1,-1,-1,-1,100,0
143,27,7,1,7,8,0,95,138
143,28,0,1,17,8,2,96,139
143,29,3,1,10,3,2,88,131
144,0,-1,-1,-1,-1,-1,100,1
144,1,4,18,2,9,2,89,133
144,2,7,2,13,12,0,95,139
144,3,5,18,1,19,0,90,134
144,4,-1,-1,-1,-1,-1,100,0
144,5,-1,-1,-1,-1,-1,100,0
144,6,19,18,10,6,2,33,77
144,7,3,18,17,7,1,97,141
144,8,9,2,7,3,0,89,133
144,9,-1,-1,-1,-1,-1,100,0
144,10,-1,-1,-1,-1,-1,100,0
144,11,8,2,7,14,1,94,138
144,12,1,18,12,0,2,32,76
144,13,0,18,19,10,2,96,140
144,14,2,18,1,6,1,97,141
144,15,13,1,0,0,-1,92,136
144,16,6,18,2,17,2,90,134
144,17,1,1,13,11,2,32,76
144,18,1,0,17,8,2,97,141
144,19,8,1,1,3,2,90,134
144,20,18,0,13,3,1,33,77
144,21,12,1,16,1,1,93,137
144,22,-1,-1,-1,-1,-1,100,0
144,23,2,1,2,10,1,87,131
144,24,18,2,3,11,1,94,138
144,25,19,1,17,9,2,93,137
144,26,-1,-1,-1,-1,-1,100,0
144,27,7,1,7,8,0,95,139
144,28,0,1,17,8,2,96,140
144,29,3,1,10,3,2,88,132
145,0,-1,-1,-1,-1,-1,100,1
145,1,4,18,2,9,2,89,134
145,2,7,2,13,12,0,95,140
145,3,5,18,1,19,0,90,135
145,4,-1,-1,-1,-1,-1,100,0
145,5,-1,-1,-1,-1,-1,100,0
145,6,18,18,10,6,2,32,77
145,7,3,18,17,7,1,97,142
145,8,9,2,7,3,0,89,134
145,9,-1,-1,-1,-1,-1,100,0
145,10,-1,-1,-1,-1,-1,100,0
145,11,8,2,7,14,1,94,139
145,12,1,17,12,0,2,31,76
145,13,0,18,19,10,2,96,141
145,14,2,18,1,6,1,97,142
145,15,13,1,0,0,-1,92,137
145,16,6,18,2,17,2,90,135
145,17,1,2,13,11,2,31,76
145,18,1,0,17,8,2,97,142
145,19,8,1,1,3,2,90,135
145,20,18,1,13,3,1,32,77
145,21,12,1,16,1,1,93,138
145,22,-1,-1,-1,-1,-1,100,0
145,23,2,1,2,10,1,87,132
145,24,18,2,3,11,1,94,139
145,25,19,1,17,9,2,93,138
145,26,-1,-1,-1,-1,-1,100,0
145,27,7,1,7,8,0,95,140
145,28,0,1,17,8,2,96,141
145,29,3,1,10,3,2,88,133
146,0,-1,-1,-1,-1,-1,100,1
146,1,4,18,2,9,2,89,135
146,2,7,2,13,12,0,95,141
146,3,5,18,1,19,0,90,136
146,4,-1,-1,-1,-1,-1,100,0
146,5,-1,-1,-1,-1,-1,100,0
146,6,19,18,10,6,2,31,77
146,7,3,18,17,7,1,97,143
146,8,9,2,7,3,0,89,135
146,9,-1,-1,-1,-1,-1,100,0
146,10,-1,-1,-1,-1,-1,100,0
146,11,8,2,7,14,1,94,140
146,12,1,18,12,0,2,30,76
146,13,0,18,19,10,2,96,142
146,14,2,18,1,6,1,97,143
146,15,13,1,0,0,-1,92,138
146,16,6,18,2,17,2,90,136
146,17,1,1,13,11,2,30,76
146,18,1,0,17,8,2,97,143
146,19,8,1,1,3,2,90,136
146,20,17,1,13,3,1,31,77
146,21,12,1,16,1,1,93,139
146,22,-1,-1,-1,-1,-1,100,0
146,23,2,1,2,10,1,87,133
146,24,18,2,3,11,1,94,140
146,25,19,1,17,9,2,93,139
146,26,-1,-1,-1,-1,-1,100,0
146,27,7,1,7,8,0,95,141
146,28,0,1,17,8,2,96,142
146,29,3,1,10,3,2,88,134
147,0,-1,-1,-1,-1,-1,100,1
147,1,4,18,2,9,2,89,136
147,2,7,2,13,12,0,95,142
147,3,5,18,1,19,0,90,137
147,4,-1,-1,-1,-1,-1,100,0
147,5,-1,-1,-1,-1,-1,100,0
147,6,18,18,10,6,2,30,77
147,7,3,18,17,7,1,97,144
147,8,9,2,7,3,0,89,136
147,9,-1,-1,-1,-1,-1,100,0
147,10,-1,-1,-1,-1,-1,100,0
147,11,8,2,7,14,1,94,141
147,12,1,19,12,0,2,29,76
147,13,0,18,19,10,2,96,143
147,14,2,18,1,6,1,97,144
147,15,13,1,0,0,-1,92,139
147,16,6,18,2,17,2,90,137
147,17,1,2,13,11,2,29,76
147,18,1,0,17,8,2,97,144
147,19,8,1,1,3,2,90,137
147,20,18,1,13,3,1,30,77
147,21,12,1,16,1,1,93,140
147,22,-1,-1,-1,-1,-1,100,0
147,23,2,1,2,10,1,87,134
147,24,18,2,3,11,1,94,141
147,25,19,1,17,9,2,93,140
147,26,-1,-1,-1,-1,-1,100,0
147,27,7,1,7,8,0,95,142
147,28,0,1,17,8,2,96,143
147,29,3,1,10,3,2,88,135
148,0,-1,-1,-1,-1,-1,100,1
148,1,4,18,2,9,2,89,137
148,2,7,2,13,12,0,95,143
148,3,5,18,1,19,0,90,138
148,4,-1,-1,-1,-1,-1,100,0
148,5,-1,-1,-1,-1,-1,100,0
148,6,18,19,10,6,2,29,77
148,7,3,18,17,7,1,97,145
148,8,9,2,7,3,0,89,137
148,9,-1,-1,-1,-1,-1,100,0
148,10,-1,-1,-1,-1,-1,100,0
148,11,8,2,7,14,1,94,142
148,12,1,18,12,0,2,28,76
148,13,0,18,19,10,2,96,144
148,14,2,18,1,6,1,97,145
148,15,13,1,0,0,-1,92,140
148,16,6,18,2,17,2,90,138
148,17,1,1,13,11,2,28,76
148,18,1,0,17,8,2,97,145
148,19,8,1,1,3,2,90,138
148,20,18,0,13,3,1,29,77
148,21,12,1,16,1,1,93,141
148,22,-1,-1,-1,-1,-1,100,0
148,23,2,1,2,10,1,87,135
148,24,18,2,3,11,1,94,142
148,25,19,1,17,9,2,93,141
148,26,-1,-1,-1,-1,-1,100,0
148,27,7,1,7,8,0,95,143
148,28,0,1,17,8,2,96,144
148,29,3,1,10,3,2,88,136
149,0,-1,-1,-1,-1,-1,100,1
149,1,4,18,2,9,2,89,138
149,2,7,2,13,12,0,95,144
149,3,5,18,1,19,0,90,139
149,4,-1,-1,-1,-1,-1,100,0
149,5,-1,-1,-1,-1,-1,100,0
149,6,18,18,10,6,2,28,77
149,7,3,18,17,7,1,97,146
149,8,9,2,7,3,0,89,138
149,9,-1,-1,-1,-1,-1,100,0
149,10,-1,-1,-1,-1,-1,100,0
149,11,8,2,7,14,1,94,143
149,12,1,17,12,0,2,27,76
149,13,0,18,19,10,2,96,145
149,14,2,18,1,6,1,97,146
149,15,13,1,0,0,-1,92,141
149,16,6,18,2,17,2,90,139
149,17,1,2,13,11,2,27,76
149,18,1,0,17,8,2,97,146
149,19,8,1,1,3,2,90,139
149,20,18,1,13,3,1,28,77
149,21,12,1,16,1,1,93,142
149,22,-1,-1,-1,-1,-1,100,0
149,23,2,1,2,10,1,87,136
149,24,18,2,3,11,1,94,143
149,25,19,1,17,9,2,93,142
149,26,-1,-1,-1,-1,-1,100,0
149,27,7,1,7,8,0,95,144
149,28,0,1,17,8,2,96,145
149,29,3,1,10,3,2,88,137
150,0,-1,-1,-1,-1,-1,100,1
150,1,4,18,2,9,2,89,139
150,2,7,2,13,12,0,95,145
150,3,5,18,1,19,0,90,140
150,4,-1,-1,-1,-1,-1,100,0
150,5,-1,-1,-1,-1,-1,100,0
150,6,17,18,10,6,2,27,77
150,7,3,18,17,7,1,97,147
150,8,9,2,7,3,0,89,139
150,9,-1,-1,-1,-1,-1,100,0
150,10,-1,-1,-1,-1,-1,100,0
150,11,8,2,7,14,1,94,144
150,12,1,18,12,0,2,26,76
150,13,0,18,19,10,2,96,146
150,14,2,18,1,6,1,97,147
150,15,13,1,0,0,-1,92,142
150,16,6,18,2,17,2,90,140
150,17,1,1,13,11,2,26,76
150,18,1,0,17,8,2,97,147
150,19,8,1,1,3,2,90,140
150,20,18,0,13,3,1,27,77
150,21,12,1,16,1,1,93,143
150,22,-1,-1,-1,-1,-1,100,0
150,23,2,1,2,10,1,87,137
150,24,18,2,3,11,1,94,144
150,25,19,1,17,9,2,93,143
150,26,-1,-1,-1,-1,-1,100,0
150,27,7,1,7,8,0,95,145
150,28,0,1,17,8,2,96,146
150,29,3,1,10,3,2,88,138
151,0,-1,-1,-1,-1,-1,100,1
151,1,4,18,2,9,2,89,140
151,2,7,2,13,12,0,95,146
151,3,5,18,1,19,0,90,141
151,4,-1,-1,-1,-1,-1,100,0
151,5,-1,-1,-1,-1,-1,100,0
151,6,18,18,10,6,2,26,77
151,7,3,18,17,7,1,97,148
151,8,9,2,7,3,0,89,140
151,9,-1,-1,-1,-1,-1,100,0
151,10,-1,-1,-1,-1,-1,100,0
151,11,8,2,7,14,1,94,145
151,12,1,19,12,0,2,25,76
151,13,0,18,19,10,2,96,147
151,14,2,18,1,6,1,97,148
151,15,13,1,0,0,-1,92,143
151,16,6,18,2,17,2,90,141
151,17,1,2,13,11,2,25,76
151,18,1,0,17,8,2,97,148
151,19,8,1,1,3,2,90,141
151,20,18,1,13,3,1,26,77
151,21,12,1,16,1,1,93,144
151,22,-1,-1,-1,-1,-1,100,0
151,23,2,1,2,10,1,87,138
151,24,18,2,3,11,1,94,145
151,25,19,1,17,9,2,93,144
151,26,-1,-1,-1,-1,-1,100,0
151,27,7,1,7,8,0,95,146
151,28,0,1,17,8,2,96,147
151,29,3,1,10,3,2,88,139
152,0,-1,-1,-1,-1,-1,100,1
152,1,4,18,2,9,2,89,141
152,2,7,2,13,12,0,95,147
152,3,5,18,1,19,0,90,142
152,4,-1,-1,-1,-1,-1,100,0
152,5,-1,-1,-1,-1,-1,100,0
152,6,19,18,10,6,2,25,77
152,7,3,18,17,7,1,97,149
152,8,9,2,7,3,0,89,141
152,9,-1,-1,-1,-1,-1,100,0
152,10,-1,-1,-1,-1,-1,100,0
152,11,8,2,7,14,1,94,146
152,12,1,18,12,0,2,24,76
152,13,0,18,19,10,2,96,148
152,14,2,18,1,6,1,97,149
152,15,13,1,0,0,-1,92,144
152,16,6,18,2,17,2,90,142
152,17,1,1,13,11,2,24,76
152,18,1,0,17,8,2,97,149
152,19,8,1,1,3,2,90,142
152,20,17,1,13,3,1,25,77
152,21,12,1,16,1,1,93,145
152,22,-1,-1,-1,-1,-1,100,0
152,23,2,1,2,10,1,87,139
152,24,18,2,3,11,1,94,146
152,25,19,1,17,9,2,93,145
152,26,-1,-1,-1,-1,-1,100,0
152,27,7,1,7,8,0,95,147
152,28,0,1,17,8,2,96,148
152,29,3,1,10,3,2,88,140
153,0,-1,-1,-1,-1,-1,100,1
153,1,4,18,2,9,2,89,142
153,2,7,2,13,12,0,95,148
153,3,5,18,1,19,0,90,143
153,4,-1,-1,-1,-1,-1,100,0
153,5,-1,-1,-1,-1,-1,100,0
153,6,18,18,10,6,2,24,77
153,7,3,18,17,7,1,97,150
153,8,9,2,7,3,0,89,142
153,9,-1,-1,-1,-1,-1,100,0
153,10,-1,-1,-1,-1,-1,100,0
153,11,8,2,7,14,1,94,147
153,12,1,19,12,0,2,23,76
153,13,0,18,19,10,2,96,149
153,14,2,18,1,6,1,97,150
153,15,13,1,0,0,-1,92,145
153,16,6,18,2,17,2,90,143
153,17,1,2,13,11,2,23,76
153,18,1,0,17,8,2,97,150
153,19,8,1,1,3,2,90,143
153,20,18,1,13,3,1,24,77
153,21,12,1,16,1,1,93,146
153,22,-1,-1,-1,-1,-1,100,0
153,23,2,1,2,10,1,87,140
153,24,18,2,3,11,1,94,147
153,25,19,1,17,9,2,93,146
153,26,-1,-1,-1,-1,-1,100,0
153,27,7,1,7,8,0,95,148
153,28,0,1,17,8,2,96,149
153,29,3,1,10,3,2,88,141
154,0,-1,-1,-1,-1,-1,100,1
154,1,4,18,2,9,2,89,143
154,2,7,2,13,12,0,95,149
154,3,5,18,1,19,0,90,144
154,4,-1,-1,-1,-1,-1,100,0
154,5,-1,-1,-1,-1,-1,100,0
154,6,17,18,10,6,2,23,77
154,7,3,18,17,7,1,97,151
154,8,9,2,7,3,0,89,143
154,9,-1,-1,-1,-1,-1,100,0
154,10,-1,-1,-1,-1,-1,100,0
154,11,8,2,7,14,1,94,148
154,12,1,18,12,0,2,22,76
154,13,0,18,19,10,2,96,150
154,14,2,18,1,6,1,97,151
154,15,13,1,0,0,-1,92,146
154,16,6,18,2,17,2,90,144
154,17,1,1,13,11,2,22,76
154,18,1,0,17,8,2,97,151
154,19,8,1,1,3,2,90,144
154,20,17,1,13,3,1,23,77
154,21,12,1,16,1,1,93,147
154,22,-1,-1,-1,-1,-1,100,0
154,23,2,1,2,10,1,87,141
154,24,18,2,3,11,1,94,148
154,25,19,1,17,9,2,93,147
154,26,-1,-1,-1,-1,-1,100,0
154,27,7,1,7,8,0,95,149
154,28,0,1,17,8,2,96,150
154,29,3,1,10,3,2,88,142
155,0,-1,-1,-1,-1,-1,100,1
155,1,4,18,2,9,2,89,144
155,2,7,2,13,12,0,95,150
155,3,5,18,1,19,0,90,145
155,4,-1,-1,-1,-1,-1,100,0
155,5,-1,-1,-1,-1,-1,100,0
155,6,18,18,10,6,2,22,77
155,7,3,18,17,7,1,97,152
155,8,9,2,7,3,0,89,144
155,9,-1,-1,-1,-1,-1,100,0
155,10,-1,-1,-1,-1,-1,100,0
155,11,8,2,7,14,1,94,149
155,12,1,19,12,0,2,21,76
155,13,0,18,19,10,2,96,151
155,14,2,18,1,6,1,97,152
155,15,13,1,0,0,-1,92,147
155,16,6,18,2,17,2,90,145
155,17,1,2,13,11,2,21,76
155,18,1,0,17,8,2,97,152
155,19,8,1,1,3,2,90,145
155,20,18,1,13,3,1,22,77
155,21,12,1,16,1,1,93,148
155,22,-1,-1,-1,-1,-1,100,0
155,23,2,1,2,10,1,87,142
155,24,18,2,3,11,1,94,149
155,25,19,1,17,9,2,93,148
155,26,-1,-1,-1,-1,-1,100,0
155,27,7,1,7,8,0,95,150
155,28,0,1,17,8,2,96,151
155,29,3,1,10,3,2,88,143
156,0,-1,-1,-1,-1,-1,100,1
156,1,4,18,2,9,2,89,145
156,2,7,2,13,12,0,95,151
156,3,5,18,1,19,0,90,146
156,4,-1,-1,-1,-1,-1,100,0
156,5,-1,-1,-1,-1,-1,100,0
156,6,17,18,10,6,2,21,77
156,7,3,18,17,7,1,97,153
156,8,9,2,7,3,0,89,145
156,9,-1,-1,-1,-1,-1,100,0
156,10,-1,-1,-1,-1,-1,100,0
156,11,8,2,7,14,1,94,150
156,12,1,18,12,0,2,20,76
156,13,0,18,19,10,2,96,152
156,14,2,18,1,6,1,97,153
156,15,13,1,0,0,-1,92,148
156,16,6,18,2,17,2,90,146
156,17,1,1,13,11,2,20,76
156,18,1,0,17,8,2,97,153
156,19,8,1,1,3,2,90,146
156,20,18,0,13,3,1,21,77
156,21,12,1,16,1,1,93,149
156,22,-1,-1,-1,-1,-1,100,0
156,23,2,1,2,10,1,87,143
156,24,18,2,3,11,1,94,150
156,25,19,1,17,9,2,93,149
156,26,-1,-1,-1,-1,-1,100,0
156,27,7,1,7,8,0,95,151
156,28,0,1,17,8,2,96,152
156,29,3,1,10,3,2,88,144
157,0,-1,-1,-1,-1,-1,100,1
157,1,4,18,2,9,2,89,146
157,2,7,2,13,12,0,95,152
157,3,5,18,1,19,0,90,147
157,4,-1,-1,-1,-1,-1,100,0
157,5,-1,-1,-1,-1,-1,100,0
157,6,18,18,10,6,2,20,77
157,7,3,18,17,7,1,97,154
157,8,9,2,7,3,0,89,146
157,9,-1,-1,-1,-1,-1,100,0
157,10,-1,-1,-1,-1,-1,100,0
157,11,8,2,7,14,1,94,151
157,12,1,17,1,18,2,19,76
157,13,0,18,19,10,2,96,153
157,14,2,18,1,6,1,97,154
157,15,13,1,0,0,-1,92,149
157,16,6,18,2,17,2,90,147
157,17,1,2,1,1,2,19,76
157,18,1,0,17,8,2,97,154
157,19,8,1,1,3,2,90,147
157,20,18,1,13,3,1,20,77
157,21,12,1,16,1,1,93,150
157,22,-1,-1,-1,-1,-1,100,0
157,23,2,1,2,10,1,87,144
157,24,18,2,3,11,1,94,151
157,25,19,1,17,9,2,93,150
157,26,-1,-1,-1,-1,-1,100,0
157,27,7,1,7,8,0,95,152
157,28,0,1,17,8,2,96,153
157,29,3,1,10,3,2,88,145
158,0,-1,-1,-1,-1,-1,100,1
158,1,4,18,2,9,2,89,147
158,2,7,2,13,12,0,95,153
158,3,5,18,1,19,0,90,148
158,4,-1,-1,-1,-1,-1,100,0
158,5,-1,-1,-1,-1,-1,100,0
158,6,19,18,18,18,2,19,77
158,7,3,18,17,7,1,97,155
158,8,9,2,7,3,0,89,147
158,9,-1,-1,-1,-1,-1,100,0
158,10,-1,-1,-1,-1,-1,100,0
158,11,8,2,7,14,1,94,152
158,12,1,18,1,18,2,18,76
158,13,0,18,19,10,2,96,154
158,14,2,18,1,6,1,97,155
158,15,13,1,0,0,-1,92,150
158,16,6,18,2,17,2,90,148
158,17,1,1,1,1,2,18,76
158,18,1,0,17,8,2,97,155
158,19,8,1,1,3,2,90,148
158,20,18,0,18,1,1,19,77
158,21,12,1,16,1,1,93,151
158,22,-1,-1,-1,-1,-1,100,0
158,23,2,1,2,10,1,87,145
158,24,18,2,3,11,1,94,152
158,25,19,1,17,9,2,93,151
158,26,-1,-1,-1,-1,-1,100,0
158,27,7,1,7,8,0,95,153
158,28,0,1,17,8,2,96,154
158,29,3,1,10,3,2,88,146
159,0,-1,-1,-1,-1,-1,100,1
159,1,4,18,2,9,2,89,148
159,2,7,2,13,12,0,95,154
159,3,5,18,1,19,0,90,149
159,4,-1,-1,-1,-1,-1,100,0
159,5,-1,-1,-1,-1,-1,100,0
159,6,18,18,18,18,2,18,77
159,7,3,18,17,7,1,97,156
159,8,9,2,7,3,0,89,148
159,9,-1,-1,-1,-1,-1,100,0
159,10,-1,-1,-1,-1,-1,100,0
159,11,8,2,7,14,1,94,153
159,12,-1,-1,-1,-1,-1,100,76
159,13,1,18,19,10,2,95,154
159,14,2,18,1,6,1,97,156
159,15,13,1,0,0,-1,92,151
159,16,6,18,2,17,2,90,149
159,17,-1,-1,-1,-1,-1,100,76
159,18,1,1,17,8,2,96,155
159,19,8,1,1,3,2,90,149
159,20,18,1,18,1,1,18,77
159,21,12,1,16,1,1,93,152
159,22,-1,-1,-1,-1,-1,100,0
159,23,2,1,2,10,1,87,146
159,24,18,2,3,11,1,94,153
159,25,19,1,17,9,2,93,152
159,26,-1,-1,-1,-1,-1,100,0
159,27,7,1,7,8,0,95,154
159,28,0,1,17,8,2,96,155
159,29,3,1,10,3,2,88,147
160,0,-1,-1,-1,-1,-1,100,1
160,1,4,18,2,9,2,89,149
160,2,7,2,13,12,0,95,155
160,3,5,18,1,19,0,90,150
160,4,-1,-1,-1,-1,-1,100,0
160,5,-1,-1,-1,-1,-1,100,0
160,6,-1,-1,-1,-1,-1,100,77
160,7,3,18,17,7,1,97,157
160,8,9,2,7,3,0,89,149
160,9,-1,-1,-1,-1,-1,100,0
160,10,-1,-1,-1,-1,-1,100,0
160,11,8,2,7,14,1,94,154
160,12,-1,-1,-1,-1,-1,100,76
160,13,1,17,19,10,2,94,154
160,14,2,18,1,6,1,97,157
160,15,13,1,0,0,-1,92,152
160,16,6,18,2,17,2,90,150
160,17,-1,-1,-1,-1,-1,100,76
160,18,1,2,17,8,2,95,155
160,19,8,1,1,3,2,90,150
160,20,-1,-1,-1,-1,-1,100,77
160,21,12,1,16,1,1,93,153
160,22,-1,-1,-1,-1,-1,100,0
160,23,2,1,2,10,1,87,147
160,24,18,1,3,11,1,93,153
160,25,19,1,17,9,2,93,153
160,26,-1,-1,-1,-1,-1,100,0
160,27,7,1,7,8,0,95,155
160,28,0,1,17,8,2,96,156
160,29,3,1,10,3,2,88,148
161,0,-1,-1,-1,-1,-1,100,1
161,1,4,18,2,9,2,89,150
161,2,7,2,13,12,0,95,156
161,3,5,18,1,19,0,90,151
161,4,-1,-1,-1,-1,-1,100,0
161,5,-1,-1,-1,-1,-1,100,0
161,6,-1,-1,-1,-1,-1,100,77
161,7,3,18,17,7,1,97,158
161,8,9,2,7,3,0,89,150
161,9,-1,-1,-1,-1,-1,100,0
161,10,-1,-1,-1,-1,-1,100,0
161,11,8,2,7,14,1,94,155
161,12,-1,-1,-1,-1,-1,100,76
161,13,1,18,19,10,2,93,154
161,14,2,18,1,6,1,97,158
161,15,13,1,0,0,-1,92,153
161,16,6,18,2,17,2,90,151
161,17,-1,-1,-1,-1,-1,100,76
161,18,1,1,17,8,2,94,155
161,19,8,1,1,3,2,90,151
161,20,-1,-1,-1,-1,-1,100,77
161,21,12,1,16,1,1,93,154
161,22,-1,-1,-1,-1,-1,100,0
161,23,2,1,2,10,1,87,148
161,24,17,1,3,11,1,92,153
161,25,19,1,17,9,2,93,154
161,26,-1,-1,-1,-1,-1,100,0
161,27,7,1,7,8,0,95,156
161,28,0,1,17,8,2,96,157
161,29,3,1,10,3,2,88,149
162,0,-1,-1,-1,-1,-1,100,1
162,1,4,18,2,9,2,89,151
162,2,7,2,13,12,0,95,157
162,3,5,18,1,19,0,90,152
162,4,-1,-1,-1,-1,-1,100,0
162,5,-1,-1,-1,-1,-1,100,0
162,6,-1,-1,-1,-1,-1,100,77
162,7,3,18,17,7,1,97,159
162,8,9,2,7,3,0,89,151
162,9,-1,-1,-1,-1,-1,100,0
162,10,-1,-1,-1,-1,-1,100,0
162,11,8,2,7,14,1,94,156
162,12,-1,-1,-1,-1,-1,100,76
162,13,1,17,19,10,2,92,154
162,14,2,18,1,6,1,97,159
162,15,13,1,0,0,-1,92,154
162,16,6,18,2,17,2,90,152
162,17,-1,-1,-1,-1,-1,100,76
162,18,1,2,17,8,2,93,155
162,19,8,1,1,3,2,90,152
162,20,-1,-1,-1,-1,-1,100,77
162,21,12,1,16,1,1,93,155
162,22,-1,-1,-1,-1,-1,100,0
162,23,2,1,2,10,1,87,149
162,24,18,1,3,11,1,91,153
162,25,19,1,17,9,2,93,155
162,26,-1,-1,-1,-1,-1,100,0
162,27,7,1,7,8,0,95,157
162,28,0,1,17,8,2,96,158
162,29,3,1,10,3,2,88,150
163,0,-1,-1,-1,-1,-1,100,1
163,1,4,18,2,9,2,89,152
163,2,7,2,13,12,0,95,158
163,3,5,18,1,19,0,90,153
163,4,-1,-1,-1,-1,-1,100,0
163,5,-1,-1,-1,-1,-1,100,0
163,6,-1,-1,-1,-1,-1,100,77
163,7,3,18,17,7,1,97,160
163,8,9,2,7,3,0,89,152
163,9,-1,-1,-1,-1,-1,100,0
163,10,-1,-1,-1,-1,-1,100,0
163,11,8,2,7,14,1,94,157
163,12,-1,-1,-1,-1,-1,100,76
163,13,1,18,19,10,2,91,154
163,14,2,18,1,6,1,97,160
163,15,13,1,0,0,-1,92,155
163,16,6,18,2,17,2,90,153
163,17,-1,-1,-1,-1,-1,100,76
163,18,1,1,17,8,2,92,155
163,19,8,1,1,3,2,90,153
163,20,-1,-1,-1,-1,-1,100,77
163,21,12,1,16,1,1,93,156
163,22,-1,-1,-1,-1,-1,100,0
163,23,2,1,2,10,1,87,150
163,24,18,0,3,11,1,90,153
163,25,19,1,17,9,2,93,156
163,26,-1,-1,-1,-1,-1,100,0
163,27,7,1,7,8,0,95,158
163,28,0,1,17,8,2,96,159
163,29,3,1,10,3,2,88,151
164,0,-1,-1,-1,-1,-1,100,1
164,1,4,18,2,9,2,89,153
164,2,7,2,13,12,0,95,159
164,3,5,18,1,19,0,90,154
164,4,-1,-1,-1,-1,-1,100,0
164,5,-1,-1,-1,-1,-1,100,0
164,6,-1,-1,-1,-1,-1,100,77
164,7,3,18,17,7,1,97,161
164,8,9,2,7,3,0,89,153
164,9,-1,-1,-1,-1,-1,100,0
164,10,-1,-1,-1,-1,-1,100,0
164,11,8,2,7,14,1,94,158
164,12,-1,-1,-1,-1,-1,100,76
164,13,1,17,19,10,2,90,154
164,14,2,18,1,6,1,97,161
164,15,13,1,0,0,-1,92,156
164,16,6,18,2,17,2,90,154
164,17,-1,-1,-1,-1,-1,100,76
164,18,1,2,17,8,2,91,155
164,19,8,1,1,3,2,90,154
164,20,-1,-1,-1,-1,-1,100,77
164,21,12,1,16,1,1,93,157
164,22,-1,-1,-1,-1,-1,100,0
164,23,2,1,2,10,1,87,151
164,24,18,1,3,11,1,89,153
164,25,19,1,17,9,2,93,157
164,26,-1,-1,-1,-1,-1,100,0
164,27,7,1,7,8,0,95,159
164,28,0,1,17,8,2,96,160
164,29,3,1,10,3,2,88,152
165,0,-1,-1,-1,-1,-1,100,1
165,1,4,18,2,9,2,89,154
165,2,7,2,13,12,0,95,160
165,3,5,18,1,19,0,90,155
165,4,-1,-1,-1,-1,-1,100,0
165,5,-1,-1,-1,-1,-1,100,0
165,6,-1,-1,-1,-1,-1,100,77
165,7,3,18,17,7,1,97,162
165,8,9,2,7,3,0,89,154
165,9,-1,-1,-1,-1,-1,100,0
165,10,-1,-1,-1,-1,-1,100,0
165,11,8,2,7,14,1,94,159
165,12,-1,-1,-1,-1,-1,100,76
165,13,1,18,19,10,2,89,154
165,14,2,18,1,6,1,97,162
165,15,13,1,0,0,-1,92,157
165,16,6,18,2,17,2,90,155
165,17,-1,-1,-1,-1,-1,100,76
165,18,1,1,17,8,2,90,155
165,19,8,1,1,3,2,90,155
165,20,-1,-1,-1,-1,-1,100,77
165,21,12,1,16,1,1,93,158
165,22,-1,-1,-1,-1,-1,100,0
165,23,2,1,2,10,1,87,152
165,24,18,0,3,11,1,88,153
165,25,19,1,17,9,2,93,158
165,26,-1,-1,-1,-1,-1,100,0
165,27,7,1,7,8,0,95,160
165,28,0,1,17,8,2,96,161
165,29,3,1,10,3,2,88,153
166,0,-1,-1,-1,-1,-1,100,1
166,1,4,18,2,9,2,89,155
166,2,7,2,13,12,0,95,161
166,3,5,18,1,19,0,90,156
166,4,-1,-1,-1,-1,-1,100,0
166,5,-1,-1,-1,-1,-1,100,0
166,6,-1,-1,-1,-1,-1,100,77
166,7,3,18,17,7,1,97,163
166,8,9,2,7,3,0,89,155
166,9,-1,-1,-1,-1,-1,100,0
166,10,-1,-1,-1,-1,-1,100,0
166,11,8,2,7,14,1,94,160
166,12,-1,-1,-1,-1,-1,100,76
166,13,0,18,19,10,2,88,154
166,14,2,18,1,6,1,97,163
166,15,13,1,0,0,-1,92,158
166,16,6,18,2,17,2,90,156
166,17,-1,-1,-1,-1,-1,100,76
166,18,1,0,17,8,2,89,155
166,19,8,1,1,3,2,90,156
166,20,-1,-1,-1,-1,-1,100,77
166,21,12,1,16,1,1,93,159
166,22,-1,-1,-1,-1,-1,100,0
166,23,2,1,2,10,1,87,153
166,24,18,1,3,11,1,87,153
166,25,19,1,17,9,2,93,159
166,26,-1,-1,-1,-1,-1,100,0
166,27,7,1,7,8,0,95,161
166,28,0,1,17,8,2,96,162
166,29,3,1,10,3,2,88,154
167,0,-1,-1,-1,-1,-1,100,1
167,1,4,18,2,9,2,89,156
167,2,7,2,13,12,0,95,162
167,3,5,18,1,19,0,90,157
167,4,-1,-1,-1,-1,-1,100,0
167,5,-1,-1,-1,-1,-1,100,0
