step,id,x,y,gx,gy
36,7,6,17,9,7
36,8,13,16,11,2
36,9,-1,-1,-1,-1
36,10,-1,-1,-1,-1
36,11,-1,-1,-1,-1
36,12,-1,-1,-1,-1
36,13,12,2,5,5
36,14,7,11,13,17
36,15,8,2,14,7
36,16,11,2,3,10
36,17,7,10,16,18
36,18,-1,-1,-1,-1
36,19,-1,-1,-1,-1
36,20,7,16,14,19
36,21,-1,-1,-1,-1
36,22,10,2,17,2
36,23,17,12,1,0
36,24,-1,-1,-1,-1
36,25,-1,-1,-1,-1
36,26,17,11,1,15
36,27,8,17,7,16
36,28,17,13,6,5
36,29,9,2,19,4
37,0,5,17,17,15
37,1,13,15,6,12
37,2,-1,-1,-1,-1
37,3,7,17,3,6
37,4,9,3,7,9
37,5,-1,-1,-1,-1
37,6,7,12,9,2
37,7,6,17,9,7
37,8,13,16,11,2
37,9,-1,-1,-1,-1
37,10,-1,-1,-1,-1
37,11,-1,-1,-1,-1
37,12,-1,-1,-1,-1
37,13,12,2,5,5
37,14,7,11,13,17
37,15,8,2,14,7
37,16,11,2,3,10
37,17,7,10,16,18
37,18,-1,-1,-1,-1
37,19,-1,-1,-1,-1
37,20,7,16,14,19
37,21,-1,-1,-1,-1
37,22,10,2,17,2
37,23,17,12,1,0
37,24,-1,-1,-1,-1
37,25,-1,-1,-1,-1
37,26,17,11,1,15
37,27,8,17,7,16
37,28,17,13,6,5
37,29,9,2,19,4
38,0,5,17,17,15
38,1,13,15,6,12
38,2,-1,-1,-1,-1
38,3,7,17,3,6
38,4,9,3,7,9
38,5,-1,-1,-1,-1
38,6,7,12,9,2
38,7,6,17,9,7
38,8,13,16,11,2
38,9,-1,-1,-1,-1
38,10,-1,-1,-1,-1
38,11,-1,-1,-1,-1
38,12,-1,-1,-1,-1
38,13,12,2,5,5
38,14,7,11,13,17
38,15,8,2,14,7
38,16,11,2,3,10
38,17,7,10,16,18
38,18,-1,-1,-1,-1
38,19,-1,-1,-1,-1
38,20,7,16,14,19
38,21,-1,-1,-1,-1
38,22,10,2,17,2
38,23,17,12,1,0
38,24,-1,-1,-1,-1
38,25,-1,-1,-1,-1
38,26,17,11,1,15
38,27,8,17,7,16
38,28,17,13,6,5
38,29,9,2,19,4
39,0,5,17,17,15
39,1,13,15,6,12
39,2,-1,-1,-1,-1
39,3,7,17,3,6
39,4,9,3,7,9
39,5,-1,-1,-1,-1
39,6,7,12,9,2
39,7,6,17,9,7
39,8,13,16,11,2
39,9,-1,-1,-1,-1
39,10,-1,-1,-1,-1
39,11,-1,-1,-1,-1
39,12,-1,-1,-1,-1
39,13,12,2,5,5
39,14,7,11,13,17
39,15,8,2,14,7
39,16,11,2,3,10
39,17,7,10,16,18
39,18,-1,-1,-1,-1
39,19,-1,-1,-1,-1
39,20,7,16,14,19
39,21,-1,-1,-1,-1
39,22,10,2,17,2
39,23,17,12,1,0
39,24,-1,-1,-1,-1
39,25,-1,-1,-1,-1
39,26,17,11,1,15
39,27,8,17,7,16
39,28,17,13,6,5
39,29,9,2,19,4
40,0,5,17,17,15
40,1,13,15,6,12
40,2,-1,-1,-1,-1
40,3,7,17,3,6
40,4,9,3,7,9
40,5,-1,-1,-1,-1
40,6,7,12,9,2
40,7,6,17,9,7
40,8,13,16,11,2
40,9,-1,-1,-1,-1
40,10,-1,-1,-1,-1
40,11,-1,-1,-1,-1
40,12,-1,-1,-1,-1
40,13,12,2,5,5
40,14,7,11,13,17
40,15,8,2,14,7
40,16,11,2,3,10
40,17,7,10,16,18
40,18,-1,-1,-1,-1
40,19,-1,-1,-1,-1
40,20,7,16,14,19
40,21,-1,-1,-1,-1
40,22,10,2,17,2
40,23,17,12,1,0
40,24,-1,-1,-1,-1
40,25,-1,-1,-1,-1
40,26,17,11,1,15
40,27,8,17,7,16
40,28,17,13,6,5
40,29,9,2,19,4
41,0,5,17,17,15
41,1,13,15,6,12
41,2,-1,-1,-1,-1
41,3,7,17,3,6
41,4,9,3,7,9
41,5,-1,-1,-1,-1
41,6,7,12,9,2
41,7,6,17,9,7
41,8,13,16,11,2
41,9,-1,-1,-1,-1
41,10,-1,-1,-1,-1
41,11,-1,-1,-1,-1
41,12,-1,-1,-1,-1
41,13,12,2,5,5
41,14,7,11,13,17
41,15,8,2,14,7
41,16,11,2,3,10
41,17,7,10,16,18
41,18,-1,-1,-1,-1
41,19,-1,-1,-1,-1
41,20,7,16,14,19
41,21,-1,-1,-1,-1
41,22,10,2,17,2
41,23,17,12,1,0
41,24,-1,-1,-1,-1
41,25,-1,-1,-1,-1
41,26,17,11,1,15
41,27,8,17,7,16
41,28,17,13,6,5
41,29,9,2,19,4
42,0,5,17,17,15
42,1,13,15,6,12
42,2,-1,-1,-1,-1
42,3,7,17,3,6
42,4,9,3,7,9
42,5,-1,-1,-1,-1
42,6,7,12,9,2
42,7,6,17,9,7
42,8,13,16,11,2
42,9,-1,-1,-1,-1
42,10,-1,-1,-1,-1
42,11,-1,-1,-1,-1
42,12,-1,-1,-1,-1
42,13,12,2,5,5
42,14,7,11,13,17
42,15,8,2,14,7
42,16,11,2,3,10
42,17,7,10,16,18
42,18,-1,-1,-1,-1
42,19,-1,-1,-1,-1
42,20,7,16,14,19
42,21,-1,-1,-1,-1
42,22,10,2,17,2
42,23,17,12,1,0
42,24,-1,-1,-1,-1
42,25,-1,-1,-1,-1
42,26,17,11,1,15
42,27,8,17,7,16
42,28,17,13,6,5
42,29,9,2,19,4
43,0,5,17,17,15
43,1,13,15,6,12
43,2,-1,-1,-1,-1
43,3,7,17,3,6
43,4,9,3,7,9
43,5,-1,-1,-1,-1
43,6,7,12,9,2
43,7,6,17,9,7
43,8,13,16,11,2
43,9,-1,-1,-1,-1
43,10,-1,-1,-1,-1
43,11,-1,-1,-1,-1
43,12,-1,-1,-1,-1
43,13,12,2,5,5
43,14,7,11,13,17
43,15,8,2,14,7
43,16,11,2,3,10
43,17,7,10,16,18
43,18,-1,-1,-1,-1
43,19,-1,-1,-1,-1
43,20,7,16,14,19
43,21,-1,-1,-1,-1
43,22,10,2,17,2
43,23,17,12,1,0
43,24,-1,-1,-1,-1
43,25,-1,-1,-1,-1
43,26,17,11,1,15
43,27,8,17,7,16
43,28,17,13,6,5
43,29,9,2,19,4
44,0,5,17,17,15
44,1,13,15,6,12
44,2,-1,-1,-1,-1
44,3,7,17,3,6
44,4,9,3,7,9
44,5,-1,-1,-1,-1
44,6,7,12,9,2
44,7,6,17,9,7
44,8,13,16,11,2
44,9,-1,-1,-1,-1
44,10,-1,-1,-1,-1
44,11,-1,-1,-1,-1
44,12,-1,-1,-1,-1
44,13,12,2,5,5
44,14,7,11,13,17
44,15,8,2,14,7
44,16,11,2,3,10
44,17,7,10,16,18
44,18,-1,-1,-1,-1
44,19,-1,-1,-1,-1
44,20,7,16,14,19
44,21,-1,-1,-1,-1
44,22,10,2,17,2
44,23,17,12,1,0
44,24,-1,-1,-1,-1
44,25,-1,-1,-1,-1
44,26,17,11,1,15
44,27,8,17,7,16
44,28,17,13,6,5
44,29,9,2,19,4
45,0,5,17,17,15
45,1,13,15,6,12
45,2,-1,-1,-1,-1
45,3,7,17,3,6
45,4,9,3,7,9
45,5,-1,-1,-1,-1
45,6,7,12,9,2
45,7,6,17,9,7
45,8,13,16,11,2
45,9,-1,-1,-1,-1
45,10,-1,-1,-1,-1
45,11,-1,-1,-1,-1
45,12,-1,-1,-1,-1
45,13,12,2,5,5
45,14,7,11,13,17
45,15,8,2,14,7
45,16,11,2,3,10
45,17,7,10,16,18
45,18,-1,-1,-1,-1
45,19,-1,-1,-1,-1
45,20,7,16,14,19
45,21,-1,-1,-1,-1
45,22,10,2,17,2
45,23,17,12,1,0
45,24,-1,-1,-1,-1
45,25,-1,-1,-1,-1
45,26,17,11,1,15
45,27,8,17,7,16
45,28,17,13,6,5
45,29,9,2,19,4
46,0,5,17,17,15
46,1,13,15,6,12
46,2,-1,-1,-1,-1
46,3,7,17,3,6
46,4,9,3,7,9
46,5,-1,-1,-1,-1
46,6,7,12,9,2
46,7,6,17,9,7
46,8,13,16,11,2
46,9,-1,-1,-1,-1
46,10,-1,-1,-1,-1
46,11,-1,-1,-1,-1
46,12,-1,-1,-1,-1
46,13,12,2,5,5
46,14,7,11,13,17
46,15,8,2,14,7
46,16,11,2,3,10
46,17,7,10,16,18
46,18,-1,-1,-1,-1
46,19,-1,-1,-1,-1
46,20,7,16,14,19
46,21,-1,-1,-1,-1
46,22,10,2,17,2
46,23,17,12,1,0
46,24,-1,-1,-1,-1
46,25,-1,-1,-1,-1
46,26,17,11,1,15
46,27,8,17,7,16
46,28,17,13,6,5
46,29,9,2,19,4
47,0,5,17,17,15
47,1,13,15,6,12
47,2,-1,-1,-1,-1
47,3,7,17,3,6
47,4,9,3,7,9
47,5,-1,-1,-1,-1
47,6,7,12,9,2
47,7,6,17,9,7
47,8,13,16,11,2
47,9,-1,-1,-1,-1
47,10,-1,-1,-1,-1
47,11,-1,-1,-1,-1
47,12,-1,-1,-1,-1
47,13,12,2,5,5
47,14,7,11,13,17
47,15,8,2,14,7
47,16,11,2,3,10
47,17,7,10,16,18
47,18,-1,-1,-1,-1
47,19,-1,-1,-1,-1
47,20,7,16,14,19
47,21,-1,-1,-1,-1
47,22,10,2,17,2
47,23,17,12,1,0
47,24,-1,-1,-1,-1
47,25,-1,-1,-1,-1
47,26,17,11,1,15
47,27,8,17,7,16
47,28,17,13,6,5
47,29,9,2,19,4
48,0,5,17,17,15
48,1,13,15,6,12
48,2,-1,-1,-1,-1
48,3,7,17,3,6
48,4,9,3,7,9
48,5,-1,-1,-1,-1
48,6,7,12,9,2
48,7,6,17,9,7
48,8,13,16,11,2
48,9,-1,-1,-1,-1
48,10,-1,-1,-1,-1
48,11,-1,-1,-1,-1
48,12,-1,-1,-1,-1
48,13,12,2,5,5
48,14,7,11,13,17
48,15,8,2,14,7
48,16,11,2,3,10
48,17,7,10,16,18
48,18,-1,-1,-1,-1
48,19,-1,-1,-1,-1
48,20,7,16,14,19
48,21,-1,-1,-1,-1
48,22,10,2,17,2
48,23,17,12,1,0
48,24,-1,-1,-1,-1
48,25,-1,-1,-1,-1
48,26,17,11,1,15
48,27,8,17,7,16
48,28,17,13,6,5
48,29,9,2,19,4
49,0,5,17,17,15
49,1,13,15,6,12
49,2,-1,-1,-1,-1
49,3,7,17,3,6
49,4,9,3,7,9
49,5,-1,-1,-1,-1
49,6,7,12,9,2
49,7,6,17,9,7
49,8,13,16,11,2
49,9,-1,-1,-1,-1
49,10,-1,-1,-1,-1
49,11,-1,-1,-1,-1
49,12,-1,-1,-1,-1
49,13,12,2,5,5
49,14,7,11,13,17
49,15,8,2,14,7
49,16,11,2,3,10
49,17,7,10,16,18
49,18,-1,-1,-1,-1
49,19,-1,-1,-1,-1
49,20,7,16,14,19
49,21,-1,-1,-1,-1
49,22,10,2,17,2
49,23,17,12,1,0
49,24,-1,-1,-1,-1
49,25,-1,-1,-1,-1
49,26,17,11,1,15
49,27,8,17,7,16
49,28,17,13,6,5
49,29,9,2,19,4
50,0,5,17,17,15
50,1,13,15,6,12
50,2,-1,-1,-1,-1
50,3,7,17,3,6
50,4,9,3,7,9
50,5,-1,-1,-1,-1
50,6,7,12,9,2
50,7,6,17,9,7
50,8,13,16,11,2
50,9,-1,-1,-1,-1
50,10,-1,-1,-1,-1
50,11,-1,-1,-1,-1
50,12,-1,-1,-1,-1
50,13,12,2,5,5
50,14,7,11,13,17
50,15,8,2,14,7
50,16,11,2,3,10
50,17,7,10,16,18
50,18,-1,-1,-1,-1
50,19,-1,-1,-1,-1
50,20,7,16,14,19
50,21,-1,-1,-1,-1
50,22,10,2,17,2
50,23,17,12,1,0
50,24,-1,-1,-1,-1
50,25,-1,-1,-1,-1
50,26,17,11,1,15
50,27,8,17,7,16
50,28,17,13,6,5
50,29,9,2,19,4
51,0,5,17,17,15
51,1,13,15,6,12
51,2,-1,-1,-1,-1
51,3,7,17,3,6
51,4,9,3,7,9
51,5,-1,-1,-1,-1
51,6,7,12,9,2
51,7,6,17,9,7
51,8,13,16,11,2
51,9,-1,-1,-1,-1
51,10,-1,-1,-1,-1
51,11,-1,-1,-1,-1
51,12,-1,-1,-1,-1
51,13,12,2,5,5
51,14,7,11,13,17
51,15,8,2,14,7
51,16,11,2,3,10
51,17,7,10,16,18
51,18,-1,-1,-1,-1
51,19,-1,-1,-1,-1
51,20,7,16,14,19
51,21,-1,-1,-1,-1
51,22,10,2,17,2
51,23,17,12,1,0
51,24,-1,-1,-1,-1
51,25,-1,-1,-1,-1
51,26,17,11,1,15
51,27,8,17,7,16
51,28,17,13,6,5
51,29,9,2,19,4
52,0,5,17,17,15
52,1,13,15,6,12
52,2,-1,-1,-1,-1
52,3,7,17,3,6
52,4,9,3,7,9
52,5,-1,-1,-1,-1
52,6,7,12,9,2
52,7,6,17,9,7
52,8,13,16,11,2
52,9,-1,-1,-1,-1
52,10,-1,-1,-1,-1
52,11,-1,-1,-1,-1
52,12,-1,-1,-1,-1
52,13,12,2,5,5
52,14,7,11,13,17
52,15,8,2,14,7
52,16,11,2,3,10
52,17,7,10,16,18
52,18,-1,-1,-1,-1
52,19,-1,-1,-1,-1
52,20,7,16,14,19
52,21,-1,-1,-1,-1
52,22,10,2,17,2
52,23,17,12,1,0
52,24,-1,-1,-1,-1
52,25,-1,-1,-1,-1
52,26,17,11,1,15
52,27,8,17,7,16
52,28,17,13,6,5
52,29,9,2,19,4
53,0,5,17,17,15
53,1,13,15,6,12
53,2,-1,-1,-1,-1
53,3,7,17,3,6
53,4,9,3,7,9
53,5,-1,-1,-1,-1
53,6,7,12,9,2
53,7,6,17,9,7
53,8,13,16,11,2
53,9,-1,-1,-1,-1
53,10,-1,-1,-1,-1
53,11,-1,-1,-1,-1
53,12,-1,-1,-1,-1
53,13,12,2,5,5
53,14,7,11,13,17
53,15,8,2,14,7
53,16,11,2,3,10
53,17,7,10,16,18
53,18,-1,-1,-1,-1
53,19,-1,-1,-1,-1
53,20,7,16,14,19
53,21,-1,-1,-1,-1
53,22,10,2,17,2
53,23,17,12,1,0
53,24,-1,-1,-1,-1
53,25,-1,-1,-1,-1
53,26,17,11,1,15
53,27,8,17,7,16
53,28,17,13,6,5
53,29,9,2,19,4
54,0,5,17,17,15
54,1,13,15,6,12
54,2,-1,-1,-1,-1
54,3,7,17,3,6
54,4,9,3,7,9
54,5,-1,-1,-1,-1
54,6,7,12,9,2
54,7,6,17,9,7
54,8,13,16,11,2
54,9,-1,-1,-1,-1
54,10,-1,-1,-1,-1
54,11,-1,-1,-1,-1
54,12,-1,-1,-1,-1
54,13,12,2,5,5
54,14,7,11,13,17
54,15,8,2,14,7
54,16,11,2,3,10
54,17,7,10,16,18
54,18,-1,-1,-1,-1
54,19,-1,-1,-1,-1
54,20,7,16,14,19
54,21,-1,-1,-1,-1
54,22,10,2,17,2
54,23,17,12,1,0
54,24,-1,-1,-1,-1
54,25,-1,-1,-1,-1
54,26,17,11,1,15
54,27,8,17,7,16
54,28,17,13,6,5
54,29,9,2,19,4
55,0,5,17,17,15
55,1,13,15,6,12
55,2,-1,-1,-1,-1
55,3,7,17,3,6
55,4,9,3,7,9
55,5,-1,-1,-1,-1
55,6,7,12,9,2
55,7,6,17,9,7
55,8,13,16,11,2
55,9,-1,-1,-1,-1
55,10,-1,-1,-1,-1
55,11,-1,-1,-1,-1
55,12,-1,-1,-1,-1
55,13,12,2,5,5
55,14,7,11,13,17
55,15,8,2,14,7
55,16,11,2,3,10
55,17,7,10,16,18
55,18,-1,-1,-1,-1
55,19,-1,-1,-1,-1
55,20,7,16,14,19
55,21,-1,-1,-1,-1
55,22,10,2,17,2
55,23,17,12,1,0
55,24,-1,-1,-1,-1
55,25,-1,-1,-1,-1
55,26,17,11,1,15
55,27,8,17,7,16
55,28,17,13,6,5
55,29,9,2,19,4
56,0,5,17,17,15
56,1,13,15,6,12
56,2,-1,-1,-1,-1
56,3,7,17,3,6
56,4,9,3,7,9
56,5,-1,-1,-1,-1
56,6,7,12,9,2
56,7,6,17,9,7
56,8,13,16,11,2
56,9,-1,-1,-1,-1
56,10,-1,-1,-1,-1
56,11,-1,-1,-1,-1
56,12,-1,-1,-1,-1
56,13,12,2,5,5
56,14,7,11,13,17
56,15,8,2,14,7
56,16,11,2,3,10
56,17,7,10,16,18
56,18,-1,-1,-1,-1
56,19,-1,-1,-1,-1
56,20,7,16,14,19
56,21,-1,-1,-1,-1
56,22,10,2,17,2
56,23,17,12,1,0
56,24,-1,-1,-1,-1
56,25,-1,-1,-1,-1
56,26,17,11,1,15
56,27,8,17,7,16
56,28,17,13,6,5
56,29,9,2,19,4
57,0,5,17,17,15
57,1,13,15,6,12
57,2,-1,-1,-1,-1
57,3,7,17,3,6
57,4,9,3,7,9
57,5,-1,-1,-1,-1
57,6,7,12,9,2
57,7,6,17,9,7
57,8,13,16,11,2
57,9,-1,-1,-1,-1
57,10,-1,-1,-1,-1
57,11,-1,-1,-1,-1
57,12,-1,-1,-1,-1
57,13,12,2,5,5
57,14,7,11,13,17
57,15,8,2,14,7
57,16,11,2,3,10
57,17,7,10,16,18
57,18,-1,-1,-1,-1
57,19,-1,-1,-1,-1
57,20,7,16,14,19
57,21,-1,-1,-1,-1
57,22,10,2,17,2
57,23,17,12,1,0
57,24,-1,-1,-1,-1
57,25,-1,-1,-1,-1
57,26,17,11,1,15
57,27,8,17,7,16
57,28,17,13,6,5
57,29,9,2,19,4
58,0,5,17,17,15
58,1,13,15,6,12
58,2,-1,-1,-1,-1
58,3,7,17,3,6
58,4,9,3,7,9
58,5,-1,-1,-1,-1
58,6,7,12,9,2
58,7,6,17,9,7
58,8,13,16,11,2
58,9,-1,-1,-1,-1
58,10,-1,-1,-1,-1
58,11,-1,-1,-1,-1
58,12,-1,-1,-1,-1
58,13,12,2,5,5
58,14,7,11,13,17
58,15,8,2,14,7
58,16,11,2,3,10
58,17,7,10,16,18
58,18,-1,-1,-1,-1
58,19,-1,-1,-1,-1
58,20,7,16,14,19
58,21,-1,-1,-1,-1
58,22,10,2,17,2
58,23,17,12,1,0
58,24,-1,-1,-1,-1
58,25,-1,-1,-1,-1
58,26,17,11,1,15
58,27,8,17,7,16
58,28,17,13,6,5
58,29,9,2,19,4
59,0,5,17,17,15
59,1,13,15,6,12
59,2,-1,-1,-1,-1
59,3,7,17,3,6
59,4,9,3,7,9
59,5,-1,-1,-1,-1
59,6,7,12,9,2
59,7,6,17,9,7
59,8,13,16,11,2
59,9,-1,-1,-1,-1
59,10,-1,-1,-1,-1
59,11,-1,-1,-1,-1
59,12,-1,-1,-1,-1
59,13,12,2,5,5
59,14,7,11,13,17
59,15,8,2,14,7
59,16,11,2,3,10
59,17,7,10,16,18
59,18,-1,-1,-1,-1
59,19,-1,-1,-1,-1
59,20,7,16,14,19
59,21,-1,-1,-1,-1
59,22,10,2,17,2
59,23,17,12,1,0
59,24,-1,-1,-1,-1
59,25,-1,-1,-1,-1
59,26,17,11,1,15
59,27,8,17,7,16
59,28,17,13,6,5
59,29,9,2,19,4
60,0,5,17,17,15
60,1,13,15,6,12
60,2,-1,-1,-1,-1
60,3,7,17,3,6
60,4,9,3,7,9
60,5,-1,-1,-1,-1
60,6,7,12,9,2
60,7,6,17,9,7
60,8,13,16,11,2
60,9,-1,-1,-1,-1
60,10,-1,-1,-1,-1
60,11,-1,-1,-1,-1
60,12,-1,-1,-1,-1
60,13,12,2,5,5
60,14,7,11,13,17
60,15,8,2,14,7
60,16,11,2,3,10
60,17,7,10,16,18
60,18,-1,-1,-1,-1
60,19,-1,-1,-1,-1
60,20,7,16,14,19
60,21,-1,-1,-1,-1
60,22,10,2,17,2
60,23,17,12,1,0
60,24,-1,-1,-1,-1
60,25,-1,-1,-1,-1
60,26,17,11,1,15
60,27,8,17,7,16
60,28,17,13,6,5
60,29,9,2,19,4
61,0,5,17,17,15
61,1,13,15,6,12
61,2,-1,-1,-1,-1
61,3,7,17,3,6
61,4,9,3,7,9
61,5,-1,-1,-1,-1
61,6,7,12,9,2
61,7,6,17,9,7
61,8,13,16,11,2
61,9,-1,-1,-1,-1
61,10,-1,-1,-1,-1
61,11,-1,-1,-1,-1
61,12,-1,-1,-1,-1
61,13,12,2,5,5
61,14,7,11,13,17
61,15,8,2,14,7
61,16,11,2,3,10
61,17,7,10,16,18
61,18,-1,-1,-1,-1
61,19,-1,-1,-1,-1
61,20,7,16,14,19
61,21,-1,-1,-1,-1
61,22,10,2,17,2
61,23,17,12,1,0
61,24,-1,-1,-1,-1
61,25,-1,-1,-1,-1
61,26,17,11,1,15
61,27,8,17,7,16
61,28,17,13,6,5
61,29,9,2,19,4
62,0,5,17,17,15
62,1,13,15,6,12
62,2,-1,-1,-1,-1
62,3,7,17,3,6
62,4,9,3,7,9
62,5,-1,-1,-1,-1
62,6,7,12,9,2
62,7,6,17,9,7
62,8,13,16,11,2
62,9,-1,-1,-1,-1
62,10,-1,-1,-1,-1
62,11,-1,-1,-1,-1
62,12,-1,-1,-1,-1
62,13,12,2,5,5
62,14,7,11,13,17
62,15,8,2,14,7
62,16,11,2,3,10
62,17,7,10,16,18
62,18,-1,-1,-1,-1
62,19,-1,-1,-1,-1
62,20,7,16,14,19
62,21,-1,-1,-1,-1
62,22,10,2,17,2
62,23,17,12,1,0
62,24,-1,-1,-1,-1
62,25,-1,-1,-1,-1
62,26,17,11,1,15
62,27,8,17,7,16
62,28,17,13,6,5
62,29,9,2,19,4
63,0,5,17,17,15
63,1,13,15,6,12
63,2,-1,-1,-1,-1
63,3,7,17,3,6
63,4,9,3,7,9
63,5,-1,-1,-1,-1
63,6,7,12,9,2
63,7,6,17,9,7
63,8,13,16,11,2
63,9,-1,-1,-1,-1
63,10,-1,-1,-1,-1
63,11,-1,-1,-1,-1
63,12,-1,-1,-1,-1
63,13,12,2,5,5
63,14,7,11,13,17
63,15,8,2,14,7
63,16,11,2,3,10
63,17,7,10,16,18
63,18,-1,-1,-1,-1
63,19,-1,-1,-1,-1
63,20,7,16,14,19
63,21,-1,-1,-1,-1
63,22,10,2,17,2
63,23,17,12,1,0
63,24,-1,-1,-1,-1
63,25,-1,-1,-1,-1
63,26,17,11,1,15
63,27,8,17,7,16
63,28,17,13,6,5
63,29,9,2,19,4
64,0,5,17,17,15
64,1,13,15,6,12
64,2,-1,-1,-1,-1
64,3,7,17,3,6
64,4,9,3,7,9
64,5,-1,-1,-1,-1
64,6,7,12,9,2
64,7,6,17,9,7
64,8,13,16,11,2
64,9,-1,-1,-1,-1
64,10,-1,-1,-1,-1
64,11,-1,-1,-1,-1
64,12,-1,-1,-1,-1
64,13,12,2,5,5
64,14,7,11,13,17
64,15,8,2,14,7
64,16,11,2,3,10
64,17,7,10,16,18
64,18,-1,-1,-1,-1
64,19,-1,-1,-1,-1
64,20,7,16,14,19
64,21,-1,-1,-1,-1
64,22,10,2,17,2
64,23,17,12,1,0
64,24,-1,-1,-1,-1
64,25,-1,-1,-1,-1
64,26,17,11,1,15
64,27,8,17,7,16
64,28,17,13,6,5
64,29,9,2,19,4
65,0,5,17,17,15
65,1,13,15,6,12
65,2,-1,-1,-1,-1
65,3,7,17,3,6
65,4,9,3,7,9
65,5,-1,-1,-1,-1
65,6,7,12,9,2
65,7,6,17,9,7
65,8,13,16,11,2
65,9,-1,-1,-1,-1
65,10,-1,-1,-1,-1
65,11,-1,-1,-1,-1
65,12,-1,-1,-1,-1
65,13,12,2,5,5
65,14,7,11,13,17
65,15,8,2,14,7
65,16,11,2,3,10
65,17,7,10,16,18
65,18,-1,-1,-1,-1
65,19,-1,-1,-1,-1
65,20,7,16,14,19
65,21,-1,-1,-1,-1
65,22,10,2,17,2
65,23,17,12,1,0
65,24,-1,-1,-1,-1
65,25,-1,-1,-1,-1
65,26,17,11,1,15
65,27,8,17,7,16
65,28,17,13,6,5
65,29,9,2,19,4
66,0,5,17,17,15
66,1,13,15,6,12
66,2,-1,-1,-1,-1
66,3,7,17,3,6
66,4,9,3,7,9
66,5,-1,-1,-1,-1
66,6,7,12,9,2
66,7,6,17,9,7
66,8,13,16,11,2
66,9,-1,-1,-1,-1
66,10,-1,-1,-1,-1
66,11,-1,-1,-1,-1
66,12,-1,-1,-1,-1
66,13,12,2,5,5
66,14,7,11,13,17
66,15,8,2,14,7
66,16,11,2,3,10
66,17,7,10,16,18
66,18,-1,-1,-1,-1
66,19,-1,-1,-1,-1
66,20,7,16,14,19
66,21,-1,-1,-1,-1
66,22,10,2,17,2
66,23,17,12,1,0
66,24,-1,-1,-1,-1
66,25,-1,-1,-1,-1
66,26,17,11,1,15
66,27,8,17,7,16
66,28,17,13,6,5
66,29,9,2,19,4
67,0,5,17,17,15
67,1,13,15,6,12
67,2,-1,-1,-1,-1
67,3,7,17,3,6
67,4,9,3,7,9
67,5,-1,-1,-1,-1
67,6,7,12,9,2
67,7,6,17,9,7
67,8,13,16,11,2
67,9,-1,-1,-1,-1
67,10,-1,-1,-1,-1
67,11,-1,-1,-1,-1
67,12,-1,-1,-1,-1
67,13,12,2,5,5
67,14,7,11,13,17
67,15,8,2,14,7
67,16,11,2,3,10
67,17,7,10,16,18
67,18,-1,-1,-1,-1
67,19,-1,-1,-1,-1
67,20,7,16,14,19
67,21,-1,-1,-1,-1
67,22,10,2,17,2
67,23,17,12,1,0
67,24,-1,-1,-1,-1
67,25,-1,-1,-1,-1
67,26,17,11,1,15
67,27,8,17,7,16
67,28,17,13,6,5
67,29,9,2,19,4
68,0,5,17,17,15
68,1,13,15,6,12
68,2,-1,-1,-1,-1
68,3,7,17,3,6
68,4,9,3,7,9
68,5,-1,-1,-1,-1
68,6,7,12,9,2
68,7,6,17,9,7
68,8,13,16,11,2
68,9,-1,-1,-1,-1
68,10,-1,-1,-1,-1
68,11,-1,-1,-1,-1
68,12,-1,-1,-1,-1
68,13,12,2,5,5
68,14,7,11,13,17
68,15,8,2,14,7
68,16,11,2,3,10
68,17,7,10,16,18
68,18,-1,-1,-1,-1
68,19,-1,-1,-1,-1
68,20,7,16,14,19
68,21,-1,-1,-1,-1
68,22,10,2,17,2
68,23,17,12,1,0
68,24,-1,-1,-1,-1
68,25,-1,-1,-1,-1
68,26,17,11,1,15
68,27,8,17,7,16
68,28,17,13,6,5
68,29,9,2,19,4
69,0,5,17,17,15
69,1,13,15,6,12
69,2,-1,-1,-1,-1
69,3,7,17,3,6
69,4,9,3,7,9
69,5,-1,-1,-1,-1
69,6,7,12,9,2
69,7,6,17,9,7
69,8,13,16,11,2
69,9,-1,-1,-1,-1
69,10,-1,-1,-1,-1
69,11,-1,-1,-1,-1
69,12,-1,-1,-1,-1
69,13,12,2,5,5
69,14,7,11,13,17
69,15,8,2,14,7
69,16,11,2,3,10
69,17,7,10,16,18
69,18,-1,-1,-1,-1
69,19,-1,-1,-1,-1
69,20,7,16,14,19
69,21,-1,-1,-1,-1
69,22,10,2,17,2
69,23,17,12,1,0
69,24,-1,-1,-1,-1
69,25,-1,-1,-1,-1
69,26,17,11,1,15
69,27,8,17,7,16
69,28,17,13,6,5
69,29,9,2,19,4
70,0,5,17,17,15
70,1,13,15,6,12
70,2,-1,-1,-1,-1
70,3,7,17,3,6
70,4,9,3,7,9
70,5,-1,-1,-1,-1
70,6,7,12,9,2
70,7,6,17,9,7
70,8,13,16,11,2
70,9,-1,-1,-1,-1
70,10,-1,-1,-1,-1
70,11,-1,-1,-1,-1
70,12,-1,-1,-1,-1
70,13,12,2,5,5
70,14,7,11,13,17
70,15,8,2,14,7
70,16,11,2,3,10
70,17,7,10,16,18
70,18,-1,-1,-1,-1
70,19,-1,-1,-1,-1
70,20,7,16,14,19
70,21,-1,-1,-1,-1
70,22,10,2,17,2
70,23,17,12,1,0
70,24,-1,-1,-1,-1
